 X_force  Z_force     lambda  Y_force    time(sec)
  1.3970   0.4004  333.46350   2.8834  10817.47070
  1.0358   0.5628  333.53975   2.7723  10817.47266
  1.2068   0.6295  333.66170   2.6494  10817.47363
  0.7671   0.6217  333.56495   2.6561  10817.47461
  1.2068   0.4709  333.64575   2.8379  10817.47559
  1.1859   0.5135  333.71935   2.8312  10817.47656
  0.5995   0.4671  333.67105   2.9052  10817.47754
  0.2854   0.3356  333.35995   3.1005  10817.47852
  0.6344   0.4477  333.70120   3.0264  10817.48047
  0.8369   0.4091  333.28055   2.9793  10817.48145
  1.1195   0.4439  333.49975   2.8177  10817.48340
  0.8718   0.4052  333.87715   2.9255  10817.48340
  0.8997   0.3936  333.59480   2.8379  10817.48438
  0.9346   0.3975  333.94345   2.9389  10817.48535
  0.6693   0.3279  333.87070   3.0601  10817.48730
  0.3919   0.3569  333.52485   2.9945  10817.48730
  0.8735   0.4236  333.94155   2.8177  10817.48828
  0.1458   0.3511  333.61575   3.0197  10817.49023
  0.5856   0.4004  333.98045   2.8834  10817.49121
  1.1928   0.4091  333.61940   2.8783  10817.49121
  0.6693   0.3511  333.98645   3.0197  10817.49316
  0.7531   0.3105  333.75250   3.0702  10817.49414
  0.8369   0.3859  333.55795   2.9793  10817.49512
  0.5926   0.4439  333.81400   2.9524  10817.49512
  0.4809   0.4593  333.48295   2.8648  10817.49609
  0.5908   0.5077  333.59155   2.8379  10817.49805
  1.3342   0.5164  333.48515   2.8076  10817.49902
  0.7479   0.5106  333.61315   2.9490  10817.49902
  0.7950   0.4642  333.46180   2.9541  10817.50000
  0.7636   0.4468  333.70115   2.9288  10817.50195
  0.6065   0.5135  333.62950   2.8177  10817.50391
  1.1457   0.5599  333.73405   2.6662  10817.50586
  0.6693   0.5289  333.43915   2.7234  10817.50684
  0.4041   0.5599  333.68340   2.7840  10817.50684
  0.8299   0.5251  333.65820   2.7302  10817.50781
  0.7810   0.4400  333.33190   2.8110  10817.50879
  0.9625   0.5628  333.90605   2.7016  10817.51074
  1.0672   0.6604  333.95350   2.5955  10817.51074
  0.1040   0.5947  333.82990   2.6561  10817.51270
 -0.1369   0.7513  333.42930   2.4743  10817.51367
  0.2296   0.7300  333.92575   2.4945  10817.51465
  0.5437   0.7261  333.81295   2.4743  10817.51465
  0.5908   0.7165  333.72220   2.5501  10817.51562
  0.6013   0.6991  333.90875   2.6460  10817.51758
  0.7845   0.6266  333.73570   2.6006  10817.51855
  0.6536   0.5976  333.71940   2.6511  10817.51855
  0.1563   0.5860  333.63555   2.7117  10817.52148
  0.1179   0.5831  333.83940   2.7100  10817.52148
  0.5228   0.5715  333.99930   2.7369  10817.52246
  0.6344   0.4129  333.78030   2.8312  10817.52344
  0.5646   0.4410  334.06450   2.8076  10817.52539
  0.5960   0.4265  333.78950   2.8278  10817.52539
  1.5122   0.3685  333.95800   2.8127  10817.52734
  1.2190   0.2873  333.64935   2.9339  10817.52734
  1.1876   0.3366  333.64330   2.8682  10817.52930
  1.3883   0.4980  333.43560   2.6898  10817.53027
  0.9834   0.4864  333.72485   2.7706  10817.53125
  0.8648   0.4864  334.24165   2.7100  10817.53125
  1.0881   0.4207  333.83715   2.8783  10817.53223
  1.4651   0.6527  333.52185   2.6157  10817.53320
  1.0567   0.6701  333.52370   2.5450  10817.53516
  0.4948   0.6527  333.91990   2.6157  10817.53516
  0.4879   0.7145  333.63630   2.4541  10817.53711
  0.5856   0.7029  334.08805   2.4137  10817.53809
  0.3605   0.6121  334.11785   2.6410  10817.53906
  0.7531   0.5541  333.63055   2.8278  10817.53906
  0.8683   0.5599  333.79120   2.8480  10817.54102
  1.0515   0.4874  333.62165   2.8329  10817.54102
  0.7810   0.4864  334.31075   2.8042  10817.54199
  1.6116   0.4439  334.06865   2.7369  10817.54297
  1.5349   0.3124  333.56380   2.9928  10817.54492
  1.3080   0.3366  333.80765   3.0096  10817.54492
  1.2033   0.4062  333.84825   2.8531  10817.54688
  1.3028   0.3627  333.67525   2.8783  10817.54688
  1.4336   0.4758  333.98750   2.8329  10817.54883
  1.1300   0.4642  333.98390   2.9642  10817.54883
  0.7810   0.5135  333.56235   2.8985  10817.55078
  0.7880   0.5947  333.76555   2.8244  10817.55078
  0.9625   0.6005  334.01155   2.7369  10817.55273
  0.9625   0.5135  333.70050   2.8985  10817.55273
  0.3866   0.4903  333.55875   2.9389  10817.55469
  0.7671   0.3897  334.13015   2.9995  10817.55469
  1.0881   0.2892  333.72070   3.0736  10817.55664
  0.8526   0.4700  333.51275   2.8783  10817.55664
  1.3499   0.5164  333.72720   2.8531  10817.55859
  1.4651   0.4178  333.59870   2.9137  10817.56055
  1.3970   0.2438  333.63325   2.9945  10817.56152
  0.6955   0.2206  333.73935   3.0197  10817.56152
  0.7688   0.3076  333.40370   2.9389  10817.56250
  1.0253   0.3743  333.96830   2.8379  10817.56348
 -0.1683   0.6063  333.60885   2.8177  10817.56543
  0.1668   0.4555  333.69845   2.8278  10817.56641
  0.3413   0.5173  333.57525   2.7908  10817.56641
  0.2296   0.4516  333.47610   2.9995  10817.56738
  0.2505   0.4439  333.54520   2.9052  10817.56934
  0.6065   0.3627  333.80760   2.9894  10817.56934
  0.5489   0.3917  333.77810   3.0096  10817.57031
  0.9259   0.3134  333.47390   2.9238  10817.57227
  1.4179   0.2583  333.66450   3.1864  10817.57324
  1.5767   0.5251  333.75215   2.8244  10817.57324
  0.8369   0.5019  334.21075   2.8985  10817.57422
  1.3813   0.4903  334.00000   2.7908  10817.57520
  0.9573   0.5686  333.47060   2.7268  10817.57715
  0.9259   0.6904  333.78345   2.6763  10817.57715
  0.8944   0.6962  334.05265   2.6561  10817.57812
  0.4338   0.6498  333.87365   2.7521  10817.58008
  0.9416   0.6759  333.98570   2.7369  10817.58105
  0.8787   0.6614  333.96680   2.6511  10817.58105
  1.0044   0.4748  333.96710   2.8042  10817.58203
  1.2033   0.6353  333.79190   2.6460  10817.58301
  0.7007   0.4787  333.95970   2.8379  10817.58398
  0.7007   0.4439  334.00335   2.9288  10817.58594
  0.9555   0.4168  333.97090   2.8447  10817.58594
  1.3970   0.5164  333.75250   2.7420  10817.58789
  0.8578   0.5164  333.81960   2.8783  10817.58887
  1.1457   0.4381  333.85340   2.9036  10817.58887
  1.1928   0.4584  333.83000   2.9339  10817.58984
  0.5803   0.5280  333.91560   2.7925  10817.59180
  0.2924   0.4207  334.20020   2.9490  10817.59277
  0.8020   0.3201  333.67835   3.0938  10817.59277
  0.9206   0.2931  333.61940   3.1611  10817.59375
  1.2836   0.3743  333.70235   3.1207  10817.59473
  1.3045   0.4825  333.83020   2.8177  10817.59766
  1.1021   0.5947  334.15305   2.7975  10817.59766
  0.9765   0.6217  333.91340   2.7369  10817.59961
  0.9416   0.6208  333.90310   2.7874  10817.59961
  0.8473   0.6556  333.92910   2.6814  10817.60156
  0.2139   0.6295  333.84815   2.7016  10817.60156
  0.3081   0.5889  334.11610   2.7470  10817.60352
 -0.0007   0.5599  333.89910   2.8329  10817.60352
  0.4809   0.4149  333.78865   2.9086  10817.60449
  0.3343   0.3627  333.66760   2.9389  10817.60547
  0.3064   0.5831  333.72520   2.8783  10817.60742
  0.5071   0.5367  333.67260   2.8682  10817.60742
  0.0097   0.4294  333.93525   2.9692  10817.60938
  0.4390   0.5338  333.69065   2.8379  10817.60938
  0.8630   0.5077  333.65445   2.8026  10817.61133
  0.6379   0.4120  333.58085   2.8632  10817.61133
  0.5960   0.4265  333.74280   2.8884  10817.61328
  1.0253   0.3163  333.49475   3.0197  10817.61328
  1.5488   0.4265  333.22995   2.8985  10817.61523
  1.6535   0.5425  333.80430   2.8177  10817.61523
  1.3813   0.3685  333.47755   3.0803  10817.61719
  0.7391   0.3665  333.71950   3.0938  10817.61719
  0.7880   0.2892  333.90160   3.1409  10817.61914
  0.6135   0.3201  333.68025   3.0736  10817.62012
  0.9573   0.3801  333.96875   3.0147  10817.62109
  1.1457   0.2902  334.03500   2.9692  10817.62109
  1.5174   0.3685  333.96150   2.8379  10817.62305
  1.4860   0.4961  333.54125   2.7470  10817.62305
  1.4371   0.4748  333.89120   2.7638  10817.62402
  1.1928   0.4091  333.28685   2.8783  10817.62500
  1.1370   0.5637  333.38615   2.7908  10817.62695
  1.3761   0.5251  333.38115   2.8127  10817.62695
  1.5750   0.4091  333.61395   2.8430  10817.62891
  1.0044   0.3946  333.54195   2.9591  10817.62891
  1.1510   0.2815  333.63200   3.2369  10817.63086
  0.6798   0.2061  333.45390   3.3934  10817.63086
  0.4390   0.0997  333.33545   3.5247  10817.63281
  1.3185   0.2273  333.35295   3.3631  10817.63281
  0.8578   0.3395  333.72435   3.3025  10817.63477
  0.5960   0.5686  333.24695   2.9036  10817.63867
  0.2715   0.6614  333.34040   2.7571  10817.63965
  0.5699   0.7919  333.35805   2.5703  10817.63965
  0.1877   0.7861  333.43655   2.5248  10817.64062
  0.6589   0.6295  333.25575   2.6965  10817.64258
  0.5786   0.5985  333.60275   2.7234  10817.64355
  0.1040   0.6179  333.41495   2.8783  10817.64355
  0.9485   0.5676  333.58315   2.8581  10817.64453
  1.0672   0.5483  333.26260   2.9389  10817.64551
  1.6326   0.5019  333.90570   2.8379  10817.64648
  0.9136   0.4555  333.49915   3.0062  10817.64746
  1.1230   0.6024  333.62685   2.7436  10817.64844
  0.9485   0.6295  333.31105   2.6561  10817.64941
  1.5593   0.6527  333.48845   2.6107  10817.65137
  1.7111   0.5280  333.42615   2.7672  10817.65137
  1.2190   0.4004  333.45215   3.1611  10817.65234
  0.9520   0.1104  333.56990   3.4389  10817.65430
  0.9939  -0.0317  333.29760   3.5045  10817.65527
  1.1021  -0.0124  333.41630   3.4641  10817.65527
  0.6275  -0.1593  333.10515   3.5348  10817.65625
  0.5018  -0.1168  333.82790   3.5786  10817.65723
  0.9101   0.1713  333.57755   3.3934  10817.65918
  0.7269   0.0756  333.70720   3.5045  10817.65918
  0.7252   0.1036  333.87200   3.4439  10817.66016
  0.3692   0.0881  333.28700   3.4506  10817.66113
  0.2505   0.1384  333.64670   3.3968  10817.66309
  0.4547   0.2380  333.61035   3.3732  10817.66309
  0.4285   0.3105  333.69160   3.3328  10817.66406
  0.0621   0.3221  333.50450   3.3732  10817.66504
 -0.6080   0.3975  334.15800   3.3429  10817.66602
  0.4809   0.2892  333.59930   3.2890  10817.66699
  0.5437   0.3511  333.50605   3.2352  10817.66797
  0.5018   0.2892  332.90520   3.3092  10817.66895
  0.4530   0.0727  333.49460   3.4372  10817.67090
  0.7601   0.0031  333.26205   3.4978  10817.67090
  0.3395   0.0089  333.65575   3.5500  10817.67285
  0.1720   0.0872  333.28795   3.4995  10817.67383
 -0.4300   0.0611  333.75240   3.4944  10817.67578
 -0.4893   0.0495  333.76430   3.4776  10817.67578
  0.8735   0.0350  333.53635   3.4944  10817.67969
  0.6641   0.1133  333.40375   3.4540  10817.67969
  0.6170   0.0408  333.81715   3.4641  10817.68164
  0.6013   0.0640  333.74300   3.4338  10817.68164
  1.4162  -0.0047  333.60670   3.4372  10817.68262
  1.0812   0.0572  333.09455   3.4102  10817.68359
  0.6065   0.2119  333.54965   3.4035  10817.68555
  0.8526   0.2380  333.27760   3.3429  10817.68555
  0.5646   0.2931  333.93365   3.3631  10817.68652
 -0.0217   0.3743  333.53570   3.1207  10817.68750
  0.5088   0.1307  333.61790   3.4372  10817.68945
  0.2854   0.0804  333.78395   3.4237  10817.69043
  0.4669   0.1345  333.31365   3.4170  10817.69141
  0.2785   0.1616  333.91765   3.3968  10817.69141
  0.3605   0.2177  333.62680   3.4288  10817.69336
  0.1301   0.3163  333.74935   3.3429  10817.69336
  0.0254   0.2148  333.68305   3.3783  10817.69531
  0.4809   0.2873  333.46920   3.2975  10817.69531
  0.8718   0.5096  333.55305   3.1342  10817.69629
  0.5018   0.3511  333.91300   3.4035  10817.69824
  0.7252   0.4091  333.64785   3.2217  10817.69922
  0.6484   0.2177  333.65545   3.3328  10817.69922
  0.7950   0.0901  333.93565   3.3833  10817.70117
  1.1300   0.1655  333.98930   3.3698  10817.70215
  1.3394   0.2312  334.12410   3.3497  10817.70215
  1.0742   0.0920  333.80265   3.3698  10817.70312
  0.5297   0.0069  333.86040   3.4506  10817.70410
  0.0830   0.0031  333.61590   3.4911  10817.70605
  0.1040   0.0533  333.84750   3.4911  10817.70605
  0.6903   0.0379  333.60165   3.5045  10817.70703
  0.9276   0.2196  333.91770   3.3160  10817.70898
  0.7217   0.0756  333.69880   3.4692  10817.70898
  0.6484   0.0089  333.64340   3.4641  10817.71094
  0.7217   0.0524  333.92885   3.4540  10817.71094
  1.3761   0.0611  333.84420   3.3783  10817.71387
  1.1038  -0.0607  333.56665   3.5752  10817.71387
  0.6903   0.0224  333.76915   3.3833  10817.71484
  1.1021  -0.0356  333.86830   3.5382  10817.71582
  0.4530   0.0379  333.73105   3.4641  10817.71777
  1.8699   0.1345  333.26855   3.3968  10817.71973
  1.0323   0.1616  333.68605   3.3833  10817.72168
  0.1877   0.0572  333.89130   3.5180  10817.72168
 -0.0583   0.0930  333.57240   3.4591  10817.72266
  0.3448   0.1481  333.87925   3.4136  10817.72461
  0.2296   0.1481  333.58615   3.4439  10817.72559
 -0.1683   0.1220  333.95100   3.5298  10817.72559
 -0.0374   0.1597  333.78385   3.4439  10817.72656
 -0.2381   0.0611  333.35150   3.4776  10817.72754
  0.7793   0.0611  333.62775   3.4338  10817.73047
  1.6378   0.1568  333.79635   3.3631  10817.73242
  1.3289   0.2322  333.54555   3.3227  10817.73340
  0.3605   0.2612  333.85330   3.3985  10817.73340
  0.4024   0.3801  333.82620   3.2470  10817.73438
  1.0742   0.5135  333.72830   3.1678  10817.73535
  1.0253   0.5985  333.22115   3.1207  10817.73730
  0.3762   0.3859  333.22470   3.3294  10817.73730
  0.3134   0.4555  334.24860   3.2419  10817.73828
  1.0881   0.4013  333.66200   3.1611  10817.73926
  0.9206   0.2351  333.26635   3.3362  10817.74121
  0.9276   0.1113  333.05060   3.3429  10817.74121
  0.7322   0.1848  333.21205   3.3092  10817.74219
  0.4460   0.2389  332.94795   3.2890  10817.74316
  0.4547   0.4004  333.13295   3.2520  10817.74512
  0.5123   0.2322  333.45145   3.3934  10817.74512
  0.3238   0.1829  333.00260   3.3732  10817.74609
  0.7688   0.3714  333.21790   3.2369  10817.74805
  1.3185   0.4903  333.26945   3.1005  10817.74902
  0.6693   0.2090  333.45560   3.3884  10817.75195
  0.8054   0.0640  333.37525   3.4237  10817.75391
  0.6536   0.0466  333.60990   3.4187  10817.75391
  0.9573   0.1829  333.64660   3.3025  10817.75586
  0.5175   0.1133  333.34420   3.3833  10817.75586
  0.4041  -0.0317  333.27105   3.4574  10817.75684
  0.5158  -0.1245  333.07505   3.5382  10817.75781
  0.2645  -0.1207  333.60235   3.6459  10817.75879
  0.4599  -0.1245  333.65070   3.5651  10817.75977
  0.1458  -0.1013  333.23990   3.5516  10817.76172
  0.4739  -0.1400  333.33440   3.5112  10817.76172
  0.2785  -0.1361  332.86620   3.5516  10817.76367
  0.4285  -0.1535  333.57795   3.5399  10817.76367
  0.7740  -0.0491  332.95775   3.4591  10817.76562
  1.1038  -0.0201  333.04075   3.4591  10817.76562
  0.8944   0.1046  333.19550   3.4439  10817.76758
  0.6065   0.2293  333.27910   3.2924  10817.76758
  0.5228   0.2235  333.10365   3.3631  10817.76855
  0.1982   0.0727  332.78995   3.4136  10817.77148
  0.5856   0.1365  332.90725   3.3530  10817.77344
  0.5280   0.1771  333.23470   3.3934  10817.77344
  0.3709   0.2148  333.39880   3.3278  10817.77539
  0.4250   0.1345  333.07965   3.3698  10817.77539
  0.2505   0.1577  333.39080   3.3766  10817.77637
  0.4913   0.0553  333.06745   3.4944  10817.77734
  0.4756  -0.0230  333.28400   3.4995  10817.77930
  0.4460  -0.0317  333.87630   3.4843  10817.78125
  0.4948   0.0108  333.57760   3.4439  10817.78320
  0.3343   0.0997  333.43690   3.3227  10817.78418
  0.3919   0.0495  333.32435   3.4086  10817.78516
  0.8212  -0.0839  332.92750   3.5500  10817.78516
  0.6850   0.0002  333.35115   3.4995  10817.78711
  0.7165   0.0060  333.17295   3.4591  10817.78711
  1.2975  -0.0027  333.06665   3.4389  10817.78906
  1.1161   0.0611  333.21315   3.3900  10817.79004
  0.9101   0.3685  333.43080   3.2419  10817.79297
  0.5646   0.3453  333.52055   3.2722  10817.79492
  0.6432   0.3366  333.58375   3.2773  10817.79590
  0.6275   0.3076  332.97915   3.3076  10817.79590
  0.9363   0.3888  333.30155   3.2520  10817.79688
  0.5175   0.3685  333.68890   3.2369  10817.79883
  0.3343   0.3317  333.39880   3.3025  10817.79980
  0.5367   0.2351  333.38495   3.4102  10817.79980
  0.8787   0.2815  333.18340   3.3631  10817.80078
  0.5367   0.1964  333.41715   3.3833  10817.80176
  0.4809   0.1384  333.07705   3.4102  10817.80371
  0.8857   0.2467  333.42520   3.3362  10817.80371
  0.9625   0.2196  333.50955   3.3496  10817.80469
  0.1772   0.0437  333.70850   3.4944  10817.80664
  0.3866   0.1597  333.59055   3.3833  10817.80762
  0.6118   0.1684  333.30965   3.3985  10817.80762
  0.2575   0.1036  333.52795   3.4843  10817.80859
 -0.2782   0.0553  333.22215   3.5197  10817.81055
  1.0393   0.1771  333.54915   3.4304  10817.81250
  0.8369   0.1771  333.12010   3.4910  10817.81348
  0.5367   0.1616  333.81755   3.3496  10817.81543
  0.0830   0.1191  333.57520   3.4187  10817.81543
  0.4181   0.1655  333.60700   3.4490  10817.81641
  0.5751   0.2351  333.35365   3.2874  10817.81836
  0.2034   0.2235  333.19620   3.3631  10817.81934
  0.2872   0.0843  333.02935   3.4237  10817.81934
  0.2575  -0.0047  332.67955   3.4574  10817.82031
  0.8054  -0.0578  333.08290   3.4995  10817.82324
  0.6118   0.0408  332.97135   3.4237  10817.82422
  0.3762   0.0785  333.15985   3.4439  10817.82617
  0.7897   0.2554  333.07330   3.2823  10817.82715
  0.6693   0.3917  333.11485   3.2167  10817.82812
  0.6065   0.3781  333.15910   3.2486  10817.82910
 -0.1124   0.4013  333.14490   3.2554  10817.83008
  0.3622   0.3781  333.46660   3.1813  10817.83105
  0.9416   0.5019  333.60870   3.2217  10817.83203
 -0.0217   0.4013  332.92640   3.3092  10817.83398
  0.1947   0.3356  333.08290   3.3766  10817.83496
  0.6624   0.3704  332.88225   3.2554  10817.83594
  0.8438   0.3395  333.24330   3.2890  10817.83594
  1.0672   0.3076  333.07160   3.2470  10817.83789
  0.8107   0.2786  333.15210   3.2217  10817.83789
  0.5803   0.2989  333.26615   3.2268  10817.83984
  0.6554   0.2312  333.34250   3.3025  10817.83984
  0.7374   0.2438  333.17560   3.3076  10817.84180
  0.0830   0.3279  333.63615   3.2419  10817.84277
  0.4390   0.2786  333.33185   3.3480  10817.84570
 -0.3044   0.3047  333.36145   3.3379  10817.84570
 -0.1683   0.3453  333.19350   3.2924  10817.84766
 -0.3253   0.1278  333.49360   3.4237  10817.84766
 -0.7685   0.0688  332.90650   3.4439  10817.84863
 -0.1054   0.0649  333.20405   3.4574  10817.84961
  0.6065   0.0417  333.16710   3.4506  10817.85059
  0.8683   0.1075  333.53615   3.3833  10817.85156
  0.6484   0.3511  333.15900   3.3025  10817.85352
  0.6903   0.2815  333.59550   3.3631  10817.85352
  0.3762   0.2844  333.27475   3.2470  10817.85547
 -0.0583   0.2902  333.79175   3.3328  10817.85547
  0.5926   0.3859  333.20035   3.2756  10817.85742
  0.6484   0.4516  333.18875   3.1948  10817.85840
  0.6833   0.4207  333.05745   3.2352  10817.85938
  0.6205   0.3781  333.43120   3.2554  10817.85938
  0.7688   0.3743  333.51460   3.2773  10817.86133
  0.7636   0.3453  333.26955   3.3025  10817.86133
  0.5175   0.3134  332.96520   3.2924  10817.86523
  0.3238   0.0727  333.13935   3.4338  10817.86621
  0.0935   0.1336  333.41590   3.4086  10817.86719
  0.2819   0.2119  333.21420   3.3328  10817.86914
  0.5908   0.1771  333.30495   3.3732  10817.87012
  0.3657   0.2264  333.38105   3.3429  10817.87012
  0.4111   0.1732  333.52910   3.4170  10817.87109
  0.5228   0.0456  333.38165   3.4843  10817.87207
  0.0621   0.0959  333.18675   3.5045  10817.87402
  0.6327   0.0872  333.35880   3.4692  10817.87695
  0.9416   0.2119  333.26205   3.3429  10817.87793
  0.8421   0.2235  333.35875   3.3177  10817.87793
  0.6746   0.1858  333.24640   3.4288  10817.87891
  0.5332   0.2061  333.03190   3.4490  10817.88086
  0.1406   0.2380  333.17015   3.4035  10817.88184
  0.2436   0.2892  332.97910   3.2688  10817.88184
  0.0621   0.2235  333.45800   3.3833  10817.88281
 -0.0845   0.3511  333.25215   3.3227  10817.88477
  0.2662   0.2670  332.62880   3.4591  10817.88574
  0.4442   0.2931  333.02300   3.3177  10817.88574
