 X_force  Z_force     lambda  Y_force    time(sec)
  0.7950   0.4013  339.70530   4.8444  10871.01074
  1.0515   0.4004  339.65810   4.8680  10871.01172
  0.8840   0.3743  339.33890   4.9034  10871.01367
  1.6378   0.5367  339.65835   4.7468  10871.01367
  1.6745   0.5367  340.00365   4.6155  10871.01465
  0.2401   0.4613  339.73605   4.7367  10871.01562
  0.1877   0.3192  339.22815   4.8478  10871.01758
  0.6222   0.3917  339.43580   4.7872  10871.01758
  0.6693   0.3337  339.83265   4.7519  10871.01953
  0.7112   0.4120  339.76685   4.4994  10871.02148
  0.7322   0.5396  339.83015   4.4792  10871.02246
  0.6379   0.6991  339.44720   4.2267  10871.02246
  1.0724   0.7020  339.33615   4.1762  10871.02344
  1.1091   0.6759  339.50650   4.2250  10871.02441
  1.0881   0.6875  339.16495   4.2317  10871.02539
  0.7845   0.7165  339.40940   4.3125  10871.02734
  0.1040   0.7339  339.73620   4.2721  10871.02832
  0.2087   0.8112  339.85195   4.2317  10871.02832
  0.1877   0.6759  339.70345   4.3260  10871.03027
  0.6763   0.8228  339.65125   4.1509  10871.03027
  0.8997   0.9195  339.81245   4.0095  10871.03125
  1.1143   0.9891  339.54885   3.9843  10871.03320
  0.8578   0.7571  339.68840   4.2923  10871.03418
  0.6065   0.7861  339.45155   4.1307  10871.03516
  0.7688   0.7948  339.68965   4.2014  10871.03516
  0.9206   0.8383  339.49360   4.1307  10871.03613
  0.6379   0.8209  339.83905   4.1307  10871.03809
  0.7461   0.7532  339.75945   4.1509  10871.03809
  0.4599   0.7339  340.02780   4.1374  10871.03906
  0.2226   0.7571  339.87050   4.1980  10871.04004
  0.1249   0.7861  339.63515   4.2014  10871.04199
  0.6065   0.7658  339.92930   4.3277  10871.04199
  0.8421   0.8325  339.87355   4.2267  10871.04297
  1.1667   0.7542  339.83415   4.1964  10871.04492
  0.4547   0.7281  339.57145   4.3024  10871.04590
  0.8578   0.8441  339.26780   4.2216  10871.04688
  0.8997   0.8499  339.06165   4.1711  10871.04785
  1.2836   0.7996  339.19610   4.2587  10871.04785
  1.4162   0.7803  339.51520   4.1981  10871.04980
  1.3115   0.7764  339.45125   4.2048  10871.04980
  1.5750   0.8006  339.42640   4.1560  10871.05078
  1.3551   0.7339  339.44825   4.2974  10871.05273
  1.1614   0.6498  339.51460   4.3782  10871.05371
  1.4389   0.7426  339.58240   4.2216  10871.05371
  1.2871   0.7049  339.66475   4.2671  10871.05469
  1.2557   0.6295  339.44285   4.3731  10871.05566
  0.6275   0.6411  339.78770   4.4135  10871.05664
  1.3604   0.5889  340.15500   4.3731  10871.05859
  1.1248   0.5512  339.37005   4.5145  10871.06055
  0.9154   0.4700  339.51590   4.5802  10871.06055
  0.6746   0.5367  339.69260   4.5044  10871.06250
  0.2767   0.5280  339.26025   4.5852  10871.06250
  0.5385   0.5483  339.52350   4.4741  10871.06445
  0.8997   0.6498  339.88745   4.4236  10871.06445
  0.2785   0.5019  339.41120   4.6963  10871.06641
  0.7060   0.6324  339.51270   4.4438  10871.06641
  1.2347   0.7107  339.68415   4.4135  10871.06836
  0.6693   0.6063  339.35160   4.5347  10871.06934
  1.1161   0.5753  339.77015   4.5212  10871.06934
  1.1021   0.6527  339.62115   4.4539  10871.07031
  0.9834   0.7107  339.50855   4.2990  10871.07129
  0.1249   0.7484  339.70000   4.2065  10871.07227
  0.5437   0.8238  339.39360   4.2368  10871.07422
  0.9520   0.8122  339.52075   4.2317  10871.07422
  0.2034   0.7571  339.64675   4.3933  10871.07617
  0.1930   0.8122  339.59215   4.2822  10871.07617
  0.6693   0.7339  339.52200   4.3529  10871.07812
  0.7845   0.6469  339.68330   4.4236  10871.07812
  0.8508   0.6720  339.56965   4.4741  10871.08008
  1.0393   0.5560  339.88340   4.5616  10871.08105
  0.5507   0.5019  339.78535   4.5212  10871.08203
  0.7950   0.5077  339.84455   4.5802  10871.08203
  0.8369   0.5222  339.97645   4.4640  10871.08398
  0.6798   0.5048  339.89070   4.5196  10871.08398
  0.3134   0.3395  339.77965   4.7317  10871.08594
  0.1877   0.4526  339.81590   4.7872  10871.08594
  0.4390   0.4439  340.63945   4.8377  10871.08691
  1.0881   0.4439  340.00975   4.7771  10871.08789
  0.2610   0.4439  339.86420   4.8781  10871.08984
 -0.0322   0.4120  339.56720   4.9084  10871.08984
 -0.0269   0.4439  339.86975   4.8579  10871.09180
  1.0672   0.4903  339.74870   4.7317  10871.09180
  1.5069   0.4265  339.91430   4.8478  10871.09375
  1.0410   0.4410  339.69075   4.7872  10871.09375
  1.5837   0.4091  339.76440   4.8242  10871.09668
  1.4860   0.4013  339.52540   4.7165  10871.09668
  0.9311   0.3047  339.78875   4.9286  10871.09766
  0.8787   0.3395  339.45510   4.8579  10871.09863
  1.6814   0.3975  339.78645   4.8108  10871.10059
  0.7322   0.2728  339.77505   4.9690  10871.10059
 -0.2258   0.3163  340.07165   4.9993  10871.10156
 -0.5242   0.2380  340.13370   5.0448  10871.10352
 -0.9797   0.2467  340.31505   5.0448  10871.10449
 -0.0845   0.3018  339.94445   4.9791  10871.10449
  0.5332   0.4758  340.21530   4.8024  10871.10547
