 X_force  Z_force    lambda  Y_force    time(sec)
  0.3971   0.4085  34.62400   3.7125  26334.39648
  0.5175   0.3969  34.97015   3.6418  26334.39844
 -0.1473   0.3969  34.70775   3.7731  26334.39844
  0.3500   0.3563  35.18250   3.6671  26334.40039
  0.4564   0.3099  34.92435   3.6250  26334.40039
  0.0097   0.2713  34.79910   3.6115  26334.40039
  0.6065   0.4607  34.63405   3.6822  26334.40430
  0.0935   0.4646  34.56070   3.6923  26334.40625
 -0.1159   0.2558  34.77695   3.6250  26334.40625
 -0.0042   0.0934  34.90190   3.6317  26334.40820
 -0.4510   0.1127  34.34370   3.7226  26334.40820
 -0.3306   0.0576  34.98410   3.6620  26334.41016
  0.0516  -0.0091  34.70810   3.4449  26334.41016
  0.0865  -0.0342  35.02285   3.5173  26334.41211
  0.0516  -0.0226  34.66595   3.5307  26334.41211
  0.4285   0.0083  35.16930   3.5307  26334.41211
  0.5402   0.1630  34.57410   3.6519  26334.41406
  0.2819   0.1301  34.80320   3.5307  26334.41602
 -0.1526   0.0634  34.44025   3.5812  26334.41602
  0.6065   0.1417  34.70855   3.5509  26334.41797
  0.6903   0.2316  34.69320   3.6772  26334.41797
  0.7112   0.1446  34.88970   3.7731  26334.41992
  0.4756   0.2200  34.61140   3.6519  26334.41992
  0.1842  -0.0033  34.91995   3.6452  26334.42188
 -0.3358  -0.0149  34.78370   3.5307  26334.42188
  0.0516  -0.1077  34.77910   3.6519  26334.42578
 -0.0740  -0.1811  34.68100   3.5711  26334.42773
 -0.0636  -0.2150  34.59665   3.4701  26334.42773
  0.3291  -0.0526  34.61590   3.4954  26334.42773
  0.4076   0.1359  34.42290   3.6250  26334.42969
  0.2470   0.1669  34.67325   3.7193  26334.42969
  0.5681   0.1630  34.88505   3.5577  26334.42969
  0.5681   0.1978  34.53655   3.5981  26334.43164
  0.2244   0.1011  34.70050   4.0004  26334.43359
  0.7147   0.1398  34.79700   3.5981  26334.43164
  0.1563   0.1243  34.63450   3.5105  26334.43359
  0.1563   0.1301  34.46225   3.4903  26334.43555
  0.5437   0.1504  34.61770   3.4449  26334.43750
  1.1928   0.1852  34.71895   3.5610  26334.43750
  0.5646   0.0808  34.35040   3.6368  26334.43750
  0.1982  -0.0342  34.81915   3.5711  26334.43945
 -0.0740   0.1359  35.18305   3.5913  26334.44336
  0.2261   0.1978  34.91255   3.6048  26334.44336
  0.7636   0.4607  34.45690   3.7125  26334.44336
  0.4233   0.4578  34.52545   3.7378  26334.44336
  0.1040   0.5071  34.40695   4.0862  26334.44531
  0.3866   0.4839  34.78775   3.9145  26334.44531
  0.2191   0.3950  34.89740   3.8337  26334.44727
  0.3866   0.3737  34.98465   3.8135  26334.44727
  0.5332   0.4172  34.53690   3.7428  26334.44922
  0.9730   0.5651  34.44080   3.8236  26334.44922
  1.2975   0.5883  34.62490   3.8539  26334.45117
  1.2975   0.5709  34.61070   3.7075  26334.45117
  1.0410   0.3737  34.89315   3.5964  26334.45312
  0.9660   0.1823  34.79835   3.5577  26334.45312
  0.7322   0.1417  34.62730   3.6115  26334.45508
  0.1354   0.0663  34.82890   3.7731  26334.45508
 -0.0042   0.1321  34.44410   3.4769  26334.45898
 -0.4876   0.1388  34.53510   3.6115  26334.45703
 -0.0165   0.1417  34.98785   3.5711  26334.45898
  0.2680   0.1011  34.43255   3.5240  26334.45898
  0.7775   0.1166  34.79595   3.4028  26334.46094
  1.1126   0.1050  34.45950   3.5105  26334.46094
  0.9730  -0.0033  34.69575   3.4365  26334.46094
  0.5437  -0.0439  34.71700   3.3994  26334.46289
  0.1668  -0.1773  34.59050   3.5711  26334.46484
  0.6798  -0.0381  35.15690   3.4701  26334.46484
  0.3238  -0.4131  34.32195   3.2816  26334.46680
 -0.0060  -0.4441  34.35180   3.3742  26334.46680
 -0.4038  -0.4905  34.44600   3.5459  26334.46875
  0.1982  -0.2788  34.70065   3.4600  26334.46875
  0.2191  -0.2933  34.50625   3.5459  26334.46875
  0.6903  -0.1425  34.51915   3.3994  26334.47070
  0.7636  -0.3194  34.86975   3.4146  26334.47266
 -0.1508  -0.4363  34.79235   3.4230  26334.47461
 -0.0810  -0.3513  34.70525   3.4701  26334.47461
  0.2052  -0.3745  34.54055   3.4297  26334.47656
  0.0935  -0.3203  35.01695   3.5038  26334.47852
  0.1493  -0.4093  35.04575   3.3961  26334.47852
  0.2715  -0.4006  34.52985   3.2984  26334.48047
 -0.0479  -0.4412  34.90860   3.3994  26334.48047
 -0.0531  -0.4528  34.60605   3.3439  26334.48242
 -0.1526  -0.4267  34.87575   3.3641  26334.48242
  0.4285  -0.2643  34.67930   3.3893  26334.48438
  0.5053  -0.0574  34.66960   3.3961  26334.48438
  0.6170  -0.1425  35.12740   3.3489  26334.48633
  0.5193  -0.2701  34.79970   3.3287  26334.48633
  0.2767  -0.2469  34.61770   3.3388  26334.48828
  0.4966  -0.1889  34.52375   3.3742  26334.48828
  0.3936  -0.1889  34.67220   3.5644  26334.49023
 -0.0880  -0.1811  34.32610   3.4836  26334.49023
 -0.2555  -0.1579  34.10310   3.6115  26334.49219
  0.0045  -0.0758  34.54650   3.3590  26334.49219
 -0.3253  -0.0845  35.08595   3.5812  26334.49219
  0.1074  -0.1463  34.69310   3.6250  26334.49414
  0.3029  -0.1425  34.78880   3.7529  26334.49609
 -0.1927  -0.0883  35.15120   3.5307  26334.49414
 -0.0845  -0.0787  34.87340   3.5358  26334.49805
