 X_force  Z_force    lambda  Y_force    time(sec)
  0.3866  -0.2208  64.01745   4.9599  26376.08789
  0.4006  -0.1695  63.56275   4.9245  26376.08789
  0.2470  -0.1038  64.27315   4.8909  26376.08789
  0.4390  -0.0787  63.91100   4.7629  26376.08984
  0.8264  -0.1077  64.23520   4.9043  26376.09180
  0.2052  -0.1270  64.29705   4.9515  26376.09180
  0.0516  -0.1744  64.01170   4.8993  26376.09375
  0.6117  -0.1454  64.02920   4.7831  26376.09375
  0.0167  -0.1386  63.92580   4.8976  26376.09570
 -0.1578  -0.0226  63.79650   4.9178  26376.09570
  0.5262   0.0663  63.67260   5.0255  26376.09961
  0.8107   0.0460  63.98115   4.9548  26376.09766
  0.4390  -0.0265  64.08290   4.9548  26376.09961
 -0.4440  -0.1347  64.26195   4.9313  26376.09961
 -0.9326  -0.1077  64.60470   5.1669  26376.09961
  0.3797   0.1591  64.01550   4.1973  26376.10156
  0.5332   0.2751  63.82225   4.3892  26376.10352
 -0.0165   0.2287  63.81615   4.3539  26376.10352
 -0.3986   0.1475  64.14840   4.1165  26376.10547
  0.3291   0.1446  63.92060   4.2630  26376.10547
  0.3814   0.1272  64.17575   4.3741  26376.10742
  0.0987   0.1301  63.67650   4.2478  26376.10742
  0.6589   0.1852  64.19320   4.4650  26376.10938
 -0.0531   0.0895  64.02935   4.4532  26376.10938
  0.5891   0.1127  63.90820   4.3387  26376.11523
  1.2731   0.0895  63.94935   4.1637  26376.11523
  0.8264   0.1127  63.81975   4.2647  26376.11719
  0.2680   0.0586  63.42285   4.5071  26376.11719
 -0.0391   0.0586  64.26315   4.1367  26376.11914
  0.0725  -0.1773  63.65855   4.0559  26376.11914
  0.3448  -0.2411  63.99675   4.1418  26376.12109
  0.6746  -0.1396  63.74350   3.9297  26376.12109
  0.6693  -0.0439  63.92360   4.2478  26376.12109
  0.2401   0.0199  63.92015   4.6417  26376.12305
 -0.0007   0.1591  63.98835   4.2882  26376.12500
  0.0987   0.1968  63.91875   4.1519  26376.12500
  0.0725   0.2287  64.08850   4.2983  26376.12500
 -0.3934   0.0402  63.81865   4.2175  26376.12695
  0.0411  -0.0381  63.95450   4.2024  26376.12891
  0.3081   0.0257  63.75965   4.1872  26376.12891
  0.1284   0.0857  63.81355   4.2579  26376.13086
  0.2819   0.0818  63.92205   4.2647  26376.13086
  0.2715   0.0083  63.92240   4.1872  26376.13281
  0.7217   0.1823  64.26260   4.3791  26376.13281
  0.8962   0.1437  64.04615   4.2175  26376.13477
 -0.3114  -0.0999  63.94845   4.4195  26376.13477
 -0.2067  -0.0187  64.04140   4.1435  26376.13477
 -0.2625  -0.0342  64.04510   4.3387  26376.13477
 -0.0950   0.0238  63.67800   4.2445  26376.13867
 -0.0269  -0.0207  63.65185   4.1670  26376.13867
  0.3866  -0.0555  63.75180   4.0357  26376.14062
  0.2558  -0.0990  63.56070   3.9650  26376.14062
 -0.3986  -0.0758  63.73280   4.1115  26376.14062
 -0.1578   0.1862  63.55110   4.6754  26376.14648
  0.3308   0.1630  64.03095   4.4667  26376.14648
  0.5053   0.1050  63.91215   4.2041  26376.14648
  0.6240  -0.0381  63.92970   4.3253  26376.14844
  0.5803  -0.2295  63.93245   4.1115  26376.14844
 -0.1159  -0.4093  63.83745   4.1418  26376.14844
 -0.0740  -0.5050  63.74020   3.9600  26376.15039
  0.0464  -0.6152  63.91450   4.2731  26376.15234
  0.5542  -0.6103  63.80425   4.0021  26376.15039
  0.2191  -0.4673  63.59350   3.8337  26376.15430
  0.3378  -0.4402  63.81675   4.1300  26376.15430
 -0.1840  -0.3339  63.75430   4.3236  26376.15625
 -0.5557  -0.2817  63.90765   4.4599  26376.15625
  0.0097  -0.1599  63.71290   4.4246  26376.15625
 -0.0950  -0.1695  63.42600   4.2243  26376.15820
 -0.1299  -0.1463  63.78360   4.0357  26376.16211
 -0.1229  -0.1231  63.66875   4.1637  26376.16211
 -0.1473  -0.1715  63.81395   4.1014  26376.16211
  0.5018  -0.1947  63.91610   4.2175  26376.16211
  0.1144  -0.0845  63.19590   4.1973  26376.16406
 -0.0950  -0.0845  63.78615   3.9213  26376.16406
  0.0725  -0.1231  64.02910   3.9415  26376.16602
  0.4844  -0.0535  63.92045   4.1637  26376.16602
  0.3517   0.0315  63.56010   4.1165  26376.16602
  0.0411   0.1446  63.74970   4.4246  26376.16797
  0.4285   0.1765  63.74930   4.2933  26376.16992
  0.9468   0.1707  63.82305   4.0307  26376.16992
  0.7740   0.0953  64.00195   4.3387  26376.17188
  1.1754   0.0934  63.79240   4.2175  26376.17188
  0.0673   0.0692  63.64500   4.2983  26376.17578
  0.2139   0.1011  63.89885   4.3084  26376.17578
 -0.2887  -0.0439  63.72465   4.4650  26376.17773
  0.3395   0.0199  63.71630   4.2529  26376.17773
  0.4390  -0.0033  63.62355   4.3993  26376.17969
 -0.0322   0.0818  63.78720   4.3185  26376.17969
 -0.0252   0.2133  63.90955   4.2579  26376.17969
  0.5751   0.0354  63.78210   4.4734  26376.18164
  0.4285  -0.0845  63.95035   4.7427  26376.18359
  1.3289  -0.0149  63.54845   4.2175  26376.18359
 -0.0112  -0.0729  63.91595   4.3118  26376.18555
  0.2121  -0.0535  63.68005   4.3253  26376.18555
  0.3448   0.0393  63.81775   4.1704  26376.18750
  0.6519   0.0199  63.94605   4.2041  26376.18750
  0.6728  -0.0883  63.92890   4.5475  26376.18945
  0.4809   0.0025  64.10495   4.4448  26376.18945
  0.6484   0.0112  63.82925   4.1973  26376.19336
  0.0411  -0.2962  63.82520   4.3589  26376.19336
  0.1703  -0.1927  63.68910   4.1839  26376.19531
 -0.6813  -0.0903  63.62880   4.1721  26376.19727
  0.2453  -0.0236  63.98545   4.3236  26376.19922
 -0.0217  -0.0700  63.90715   4.2983  26376.19922
 -0.3410  -0.0584  63.89010   4.4549  26376.20117
  0.5280   0.0750  63.57720   4.4650  26376.20117
  0.1912   0.0973  63.80485   4.4061  26376.20312
 -0.1578   0.0045  63.79255   4.2512  26376.20312
  0.9869  -0.0922  63.55855   4.3589  26376.20508
  0.9520  -0.1425  64.25085   4.3589  26376.20508
  0.7356  -0.0651  63.78750   4.1569  26376.20898
  1.0846  -0.0961  64.05215   4.1906  26376.20898
  0.5594  -0.1367  64.02740   4.0963  26376.20898
  0.0987  -0.1367  63.66950   4.1670  26376.20898
  0.6850  -0.1106  63.75390   4.2276  26376.21094
  0.4233  -0.0294  63.74785   4.2377  26376.21094
  0.4809   0.0257  64.09765   4.3286  26376.21289
 -0.0112  -0.0671  63.83955   4.3286  26376.21289
  0.3762  -0.0613  63.94445   4.3438  26376.21484
  0.3029   0.0315  64.26315   3.9953  26376.21484
  0.3552   0.0286  63.81885   4.2276  26376.21875
 -0.0374  -0.0845  64.17020   4.2175  26376.21875
  0.1092  -0.1773  63.99630   4.2579  26376.22070
  0.2924  -0.0845  64.09100   4.1367  26376.22070
  0.2924  -0.1802  64.17685   4.1418  26376.22266
 -0.0671  -0.2314  64.12800   4.1502  26376.22461
  0.4634  -0.1541  64.23515   4.0559  26376.22461
  0.0830  -0.0787  64.07325   4.3185  26376.22461
 -0.2834  -0.0845  63.92485   4.3387  26376.22656
 -0.2625  -0.0149  63.91900   4.3118  26376.22656
 -0.3114  -0.0883  64.16255   4.3791  26376.22852
  0.5751   0.0315  64.16195   4.3589  26376.22852
  0.7007   0.1282  64.04370   4.5542  26376.22852
  0.6065   0.0808  64.35855   4.2226  26376.23047
  0.0621   0.1185  64.26855   4.2781  26376.23242
  0.4913   0.1156  63.86235   4.4044  26376.23242
  0.9381   0.2674  63.93850   4.3859  26376.23438
  0.8194   0.2055  63.93855   4.3185  26376.23438
  0.4495   0.1388  63.90745   4.1216  26376.23828
  0.9258   0.2577  63.81880   4.3640  26376.23828
  0.5699   0.1823  64.00065   4.1468  26376.24023
  0.1092   0.0895  63.82150   4.1115  26376.24023
  0.6693   0.1910  64.09835   4.3690  26376.24219
  0.3378   0.1050  64.03270   4.2512  26376.24219
  0.6240  -0.0110  63.91050   4.2041  26376.24414
  0.5262   0.0161  63.92700   4.4128  26376.24414
  0.6379   0.0663  63.92400   4.2983  26376.24609
  0.0516  -0.0526  63.85200   4.3034  26376.24805
  0.2924   0.0953  64.18725   4.3791  26376.25000
 -0.0793   0.0634  64.27780   4.2175  26376.25000
 -0.1944  -0.0468  64.18755   4.4397  26376.25195
 -0.0897  -0.1425  64.02625   4.2832  26376.25195
 -0.4038  -0.1164  63.93960   4.1014  26376.25391
 -0.5208  -0.2353  63.82005   4.2512  26376.25586
 -0.5975  -0.0729  64.62775   4.6821  26376.25586
 -0.2206  -0.0961  63.92175   4.5205  26376.25586
 -0.0461   0.0045  64.04175   4.2041  26376.25781
  0.4146  -0.0110  63.57460   4.1906  26376.25781
  0.4844  -0.0187  63.58135   4.1771  26376.25977
  0.8316  -0.0700  63.83095   4.3690  26376.25977
  0.2244  -0.1512  63.75815   4.2377  26376.26172
  0.4809   0.0112  63.83990   3.9751  26376.26172
  0.1563  -0.0149  64.18840   4.0862  26376.26367
  0.3500  -0.1193  63.91680   4.1620  26376.26367
  0.5542  -0.1483  64.26025   4.1973  26376.26562
  0.5960  -0.0845  63.92430   4.3791  26376.26562
  0.1214   0.1321  63.59020   4.2983  26376.26758
  0.0237   0.1514  64.31470   4.5003  26376.26758
  0.6379   0.1707  63.93940   4.2714  26376.27148
  0.2558   0.1214  64.03000   4.2175  26376.27148
  0.2401  -0.0613  63.85350   4.2377  26376.27344
  0.7217  -0.0352  63.85080   3.9499  26376.27344
  0.5542   0.0054  64.04065   4.3539  26376.27344
 -0.1630  -0.0584  64.03935   4.2680  26376.27539
  0.3238   0.0083  63.95480   4.3185  26376.27734
  0.8054   0.2287  63.92730   4.6215  26376.27734
  0.3291   0.3708  64.01790   4.3892  26376.27930
  0.3448   0.3708  64.09640   4.2781  26376.27930
  0.2034   0.2577  64.01840   4.5609  26376.28125
  0.2034   0.1533  64.02540   4.5811  26376.28125
 -0.0793   0.1127  63.82195   4.5609  26376.28125
  0.3291   0.1794  63.92590   4.3943  26376.28320
  0.5123   0.2287  63.92910   4.1418  26376.28516
  0.4704   0.1359  63.91950   4.2175  26376.28711
  0.2261   0.1205  64.04210   4.0627  26376.28711
  0.2191   0.1050  64.06870   4.1637  26376.28906
 -0.0810   0.0973  63.81570   4.3859  26376.28906
  0.1493   0.0973  63.82075   4.3657  26376.29102
  0.0027   0.1746  63.93145   4.5003  26376.29102
  0.1825   0.1214  63.93095   4.1973  26376.29297
  0.5070   0.1504  64.02115   4.4902  26376.29492
  0.6589   0.0953  63.85205   4.0559  26376.29492
  0.4338  -0.0352  63.93210   4.0509  26376.29688
 -0.0740  -0.0903  63.91675   3.9448  26376.29688
  0.3657   0.1475  63.92190   4.3993  26376.29883
 -0.4248   0.1446  64.19635   4.3640  26376.29883
  0.0097   0.1156  63.92045   4.4751  26376.30078
  0.5908   0.1910  64.01790   4.5104  26376.30078
  0.4425   0.1785  63.69585   4.3589  26376.30273
  0.2540   0.2017  63.67040   4.3051  26376.30273
  0.5681   0.0857  63.79580   4.1502  26376.30469
  0.5891  -0.1077  63.91395   4.3051  26376.30469
  0.7793   0.0083  63.82140   4.3943  26376.30469
  0.4913  -0.0033  63.92645   4.3589  26376.30664
 -0.4300  -0.0613  64.31655   4.3791  26376.30859
  0.7217  -0.0303  64.43075   4.2243  26376.30664
  0.7217  -0.0651  64.18030   4.4330  26376.31055
  0.8334   0.0277  63.70720   4.0357  26376.31055
  0.4704   0.0344  64.08445   4.2579  26376.31250
  1.0620   0.0837  63.83540   4.3438  26376.31250
  0.7583  -0.0265  64.03130   4.3034  26376.31250
  0.4390  -0.1135  64.03025   4.2731  26376.31445
  0.7845  -0.1347  64.04465   4.2916  26376.31836
  0.5123  -0.0767  64.03585   4.2041  26376.31836
  1.0218   0.2094  64.03850   4.1165  26376.32031
  0.2052   0.1127  64.02900   4.1771  26376.32031
 -0.1089   0.0161  64.03600   4.3859  26376.32031
  0.2139  -0.0700  64.09160   4.6165  26376.32227
  0.4495  -0.1338  63.99220   4.3438  26376.32422
  0.9677  -0.1106  63.80935   4.0963  26376.32422
  1.2975  -0.0874  64.26630   4.3185  26376.32617
  0.6432  -0.1686  63.83485   4.1266  26376.32617
  1.0253  -0.0787  64.11230   4.0458  26376.32812
  0.0935   0.0895  63.92210   4.0559  26376.32812
  1.0620   0.0489  64.09760   4.2882  26376.32812
  0.3395  -0.0961  64.01150   4.2276  26376.33008
  0.3343  -0.1048  64.08215   4.2731  26376.33203
  0.3395  -0.0961  63.83445   4.1519  26376.33203
  0.4390   0.0286  64.20130   4.1115  26376.33398
 -0.0845  -0.0323  64.02780   4.4094  26376.33398
 -1.1210  -0.1077  64.26755   4.5205  26376.33594
 -0.2904  -0.0613  63.91215   4.4061  26376.33594
 -0.6394   0.0431  64.07650   4.2781  26376.33594
 -0.6185   0.0315  64.23770   4.0155  26376.33789
 -0.3253  -0.0613  64.26420   4.3455  26376.33789
  0.3936   0.0277  63.70845   4.2647  26376.33789
  0.9939   0.2094  64.04770   4.2781  26376.34180
  1.0009   0.2171  63.91495   4.4599  26376.34180
  1.1195   0.1823  63.91540   4.4296  26376.34375
  0.1406   0.1359  63.81815   4.2630  26376.34375
  0.2819   0.0315  63.91840   4.1973  26376.34766
  0.0237  -0.2701  63.80150   4.5003  26376.34961
  0.2121  -0.2353  63.80940   4.4801  26376.34961
  1.1684  -0.1811  64.15895   4.0627  26376.35156
  0.9450  -0.1657  64.28630   4.0155  26376.35352
  0.4599  -0.0903  64.01720   4.0155  26376.35352
  0.6432  -0.1077  64.12090   4.2579  26376.35547
  1.4232  -0.1164  64.03140   3.9196  26376.35547
  0.6379  -0.2121  63.92855   4.1317  26376.35742
