 X_force  Z_force     lambda  Y_force    time(sec)
  1.6902   0.7716  295.35765   4.1105  11028.97168
  1.0253   0.6933  295.44330   4.0954  11028.97168
  1.3185   0.7136  295.40275   4.1408  11028.97266
  0.7374   0.8760  295.55860   3.9590  11028.97461
  0.4181   0.8537  295.44000   4.0230  11028.97559
  0.8787   0.8731  295.55720   3.9893  11028.97559
  0.8578   0.6875  295.74985   4.1711  11028.97656
  0.9206   0.7223  295.76275   4.2317  11028.97754
  0.6833   0.6449  295.75470   4.3058  11028.97949
  0.8229   0.4709  295.59045   4.3462  11028.98047
  1.1370   0.5869  295.81555   4.2115  11028.98145
  0.9067   0.6295  295.92265   4.2250  11028.98340
  0.7740   0.6846  295.61960   4.2418  11028.98438
  1.0044   0.7252  295.53745   4.1711  11028.98438
  0.7897   0.8296  295.22070   4.0802  11028.98633
  0.4547   0.7194  295.79500   4.1560  11028.98730
  0.1458   0.6991  295.71440   4.1442  11028.98730
  1.4232   0.8847  295.17125   3.9085  11028.98926
  1.0742   0.9388  295.61410   3.8681  11028.98926
  1.3028   0.9282  295.45825   3.9287  11028.99023
  1.4546   0.8963  295.68525   3.9691  11028.99219
  1.0306   0.8818  295.79360   4.0600  11028.99219
  1.0812   0.8344  295.69165   3.9960  11028.99316
  0.9974   0.9388  295.82485   3.9354  11028.99512
  0.6344   0.8847  295.96060   3.9691  11028.99512
  0.9206   0.8692  295.57025   3.9557  11028.99609
  0.9311   0.9079  295.63890   3.9792  11028.99707
  0.7740   0.6991  296.08170   4.1105  11028.99805
  0.9346   0.5173  295.69635   4.2384  11029.00000
  0.9555   0.6449  295.52870   4.1374  11029.00000
  1.3534   0.6140  295.72040   4.3462  11029.00293
  1.5209   0.7223  295.94160   4.0903  11029.00293
  1.5226   0.6353  295.88785   4.2216  11029.00293
  0.7636   0.4207  295.90595   4.3984  11029.00391
  0.6432   0.5367  295.91065   4.2620  11029.00586
  0.5908   0.5164  295.74060   4.2671  11029.00586
  0.9782   0.5744  296.00545   4.2216  11029.00781
  0.5437   0.4787  295.82090   4.3731  11029.00879
  1.5174   0.7339  295.59050   4.1560  11029.01074
  1.4494   0.8383  295.76360   4.1156  11029.01172
  1.1824   0.8122  295.65990   4.0146  11029.01367
  1.1195   0.7977  295.48020   4.0095  11029.01367
  1.3551   0.7194  295.62675   4.0853  11029.01562
  1.1161   0.6333  295.53585   4.2990  11029.01562
  1.5907   0.5831  295.82825   4.2519  11029.01660
  1.2766   0.7764  295.67465   4.1038  11029.01855
  1.5069   0.7919  295.86875   4.1307  11029.01855
  1.0253   0.6256  295.83265   4.3125  11029.02051
  1.0114   0.4632  295.83720   4.2991  11029.02246
  1.0602   0.4980  295.80740   4.3260  11029.02344
  1.3673   0.7107  296.12610   4.1374  11029.02344
  0.6414   0.6372  295.67960   4.2519  11029.02441
  0.8002   0.7368  295.66005   4.0752  11029.02637
  0.9782   0.8151  295.96330   4.1004  11029.02637
  0.9887   0.8093  295.69945   4.1661  11029.02734
  0.8718   0.7029  295.91855   4.1711  11029.02832
  2.5016   0.8383  295.87750   3.9843  11029.03125
  2.4492   0.7716  295.83370   4.0045  11029.03320
  1.7739   0.6904  295.73255   4.1509  11029.03418
  0.9101   0.8151  295.41550   3.9792  11029.03418
  0.7461   0.8421  295.47815   4.0297  11029.03516
  0.7391   0.9465  295.54835   3.9085  11029.03613
  2.0200   1.0413  295.60430   3.6863  11029.03711
  1.6256   1.0161  295.58575   3.8075  11029.03906
  2.2398   1.0703  295.48645   3.7267  11029.03906
